module	genome_name	db_name	module_name	module_class	module_category	module_subcategory	module_definition	stepwise_module_completeness	stepwise_module_is_complete	pathwise_module_completeness	pathwise_module_is_complete	proportion_unique_enzymes_present	enzymes_unique_to_module	unique_enzymes_hit_counts	enzyme_hits_in_module	gene_caller_ids_in_module	warnings	pathwise_copy_number	stepwise_copy_number	per_step_copy_numbers
M00356	Ccu_c8Ua_181	Ccu_c8Ua_181	Methanogenesis, methanol => methane	Pathway modules	Energy metabolism	Methane metabolism	"K14080+K04480+K14081 K00399+K00401+K00402 (K22480+K22481+K22482,K03388+K03389+K03390,K08264+K08265,K03388+K03389+K03390+K14127+(K14126+K14128,K22516+K00125))"	0.0	False	0.16666666666666666	False	NA	No enzymes unique to module	NA	K08264	2029	K08264 is present in multiple modules: M00567/M00357/M00356/M00563	0	0	0,0,0
M00563	Ccu_c8Ua_181	Ccu_c8Ua_181	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	Pathway modules	Energy metabolism	Methane metabolism	"K14082 ((K16177-K16176),(K16179-K16178),(K14084-K14083)) K00399+K00401+K00402 (K22480+K22481+K22482,K03388+K03389+K03390,K08264+K08265,K03388+K03389+K03390+K14127+(K14126+K14128,K22516+K00125))"	0.0	False	0.125	False	NA	No enzymes unique to module	NA	K08264	2029	K08264 is present in multiple modules: M00567/M00357/M00356/M00563	0	0	0,0,0,0
M00346	Ccu_c8Ua_181	Ccu_c8Ua_181	Formaldehyde assimilation, serine pathway	Pathway modules	Energy metabolism	Methane metabolism	"K00600 K00830 K00018 K11529 K01689 K01595 K00024 K08692+K14067 K08691"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K00024,K00600,K01689	733,1193,1209	K00024 is present in multiple modules: M00009/M00011/M00012/M00740/M00982/M00168/M00173/M00374/M00620/M00346/M00614,K00600 is present in multiple modules: M00532/M00346/M00975/M00140/M00141,K01689 is present in multiple modules: M00001/M00002/M00003/M00346	0	0	1,0,0,0,1,0,1,0,0
M00345	Ccu_c8Ua_181	Ccu_c8Ua_181	Formaldehyde assimilation, ribulose monophosphate pathway	Pathway modules	Energy metabolism	Methane metabolism	"(((K08093,K13812) K08094),K13831) (K00850,K16370,K21071) K01624"	0.6666666666666666	False	0.6666666666666666	False	NA	No enzymes unique to module	NA	K01624,K21071	2068,1024	K01624 is present in multiple modules: M00001/M00003/M00165/M00345/M00344/M00611/M00612,K21071 is present in multiple modules: M00001/M00345	0	0	0,1,1
M00344	Ccu_c8Ua_181	Ccu_c8Ua_181	Formaldehyde assimilation, xylulose monophosphate pathway	Pathway modules	Energy metabolism	Methane metabolism	"K17100 K00863 K01624 K03841"	0.25	False	0.25	False	NA	No enzymes unique to module	NA	K01624	2068	K01624 is present in multiple modules: M00001/M00003/M00165/M00345/M00344/M00611/M00612	0	0	0,0,1,0
M00529	Ccu_c8Ua_181	Ccu_c8Ua_181	Denitrification, nitrate => nitrogen	Pathway modules	Energy metabolism	Nitrogen metabolism	"(K00370+K00371+K00374,K02567+K02568) (K00368,K15864) (K04561+K02305) K00376"	0.25	False	0.25	False	NA	No enzymes unique to module	NA	K00368,K00368	1072,1964	K00368 is present in multiple modules: M00529/M00973	0	0	0,2,0,0
M00973	Ccu_c8Ua_181	Ccu_c8Ua_181	Anammox, nitrite + ammonia => nitrogen	Pathway modules	Energy metabolism	Nitrogen metabolism	"(K00368,K15864) (K20932+K20933+K20934) K20935"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K00368,K00368	1072,1964	K00368 is present in multiple modules: M00529/M00973	0	0	2,0,0
M00987	Ccu_c8Ua_181	Ccu_c8Ua_181	Assimilatory sulfate reduction, plants, sulfate => H2S	Pathway modules	Energy metabolism	Sulfur metabolism	"K13811 K05907 K00392"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K00392	1426	K00392 is present in multiple modules: M00987/M00176/M00616	0	0	0,0,1
M00176	Ccu_c8Ua_181	Ccu_c8Ua_181	Assimilatory sulfate reduction, sulfate => H2S	Pathway modules	Energy metabolism	Sulfur metabolism	"(K00958+K00860,K00955+K00957,K00956+K00957+K00860) K00390 (K00380+K00381,K00392)"	0.6666666666666666	False	0.8888888888888888	True	NA	No enzymes unique to module	NA	K00390,K00392,K00956,K00957	2036,1426,2038,2037	K00390 is present in multiple modules: M00176/M00616,K00392 is present in multiple modules: M00987/M00176/M00616,K00956 is present in multiple modules: M00176/M00616,K00957 is present in multiple modules: M00176/M00616	0	0	0,1,1
M00993	Ccu_c8Ua_181	Ccu_c8Ua_181	Dimethylsulfoniopropionate (DMSP) degradation, cleavage pathway, DMSP => propionyl-CoA	Pathway modules	Energy metabolism	Sulfur metabolism	"K28072 K19745"	0.5	False	0.5	False	1.0	K19745	1	K19745	1911	None	0	0	0,1
M00149	Ccu_c8Ua_181	Ccu_c8Ua_181	Succinate dehydrogenase, prokaryotes	Pathway modules	Energy metabolism	ATP synthesis	"K00241+(K00242,K18859,K18860)+K00239+K00240"	0.0	False	0.75	True	NA	No enzymes unique to module	NA	K00239,K00240,K00241	944,945,943	K00239 is present in multiple modules: M00009/M00011/M00982/M00173/M00376/M00374/M00149/M00613/M00614,K00240 is present in multiple modules: M00009/M00011/M00982/M00173/M00376/M00374/M00149/M00613/M00614,K00241 is present in multiple modules: M00009/M00011/M00982/M00173/M00376/M00374/M00149/M00613/M00614	0	0	0
M00151	Ccu_c8Ua_181	Ccu_c8Ua_181	Cytochrome bc1 complex respiratory unit	Pathway modules	Energy metabolism	ATP synthesis	"((K00412+K00413,K00410)+K00411),K03886+K03887+K03888,K03890+K03891+K03889"	1.0	True	1.0	True	1.0	K03889,K03890,K03891	1,1,1	K03889,K03890,K03891	465,464,463	None	1	1	1
M00154	Ccu_c8Ua_181	Ccu_c8Ua_181	Cytochrome c oxidase	Pathway modules	Energy metabolism	ATP synthesis	"(K02257+K02262+K02256+K02261+K02263+K02264+K02265+K02266+K02267+K02268+K02270-K02271+K02272-K02273+K02258+K02259+K02260)"	0.0	False	0.13333333333333333	False	1.0	K02257,K02259	1,1	K02257,K02259	125,123	None	0	0	0
M00155	Ccu_c8Ua_181	Ccu_c8Ua_181	Cytochrome c oxidase, prokaryotes	Pathway modules	Energy metabolism	ATP synthesis	"K02275+(K02274+K02276,K15408)-(K02277,K27109)"	1.0	True	1.0	True	1.0	K02274,K02275,K02276,K27109	1,1,1,1	K02274,K02275,K02276,K27109	808,468,466,467	None	1	1	1
M00157	Ccu_c8Ua_181	Ccu_c8Ua_181	F-type ATPase, prokaryotes and chloroplasts	Pathway modules	Energy metabolism	ATP synthesis	"K02111+K02112+K02113+K02114+K02115+K02108+K02109+K02110"	1.0	True	1.0	True	1.0	K02108,K02109,K02110,K02111,K02112,K02113,K02114,K02115	1,1,1,1,1,1,1,1	K02108,K02109,K02110,K02111,K02112,K02113,K02114,K02115	1060,1058,1059,1056,1054,1057,1053,1055	None	1	1	1
M00082	Ccu_c8Ua_181	Ccu_c8Ua_181	Fatty acid biosynthesis, initiation	Pathway modules	Lipid metabolism	Fatty acid metabolism	"(K11262,(K02160+K01961,K11263)+(K01962+K01963,K18472)) (K00665,K00667+K00668,K11533,(K00645 (K00648,K18473)))"	0.0	False	0.5555555555555555	False	NA	No enzymes unique to module	NA	K00645,K01961,K02160,K11263,K11263	2343,580,581,1507,1466	K00645 is present in multiple modules: M00082/M00873/M00874/M00885/M00886,K01961 is present in multiple modules: M00376/M00082/M00613,K02160 is present in multiple modules: M00376/M00082/M00613,K11263 is present in multiple modules: M00741/M00082/M00885/M00886/M00887	0	0	0,0
M00083	Ccu_c8Ua_181	Ccu_c8Ua_181	Fatty acid biosynthesis, elongation	Pathway modules	Lipid metabolism	Fatty acid metabolism	"K00665,(K00667 K00668),K11533,((K00647,K09458) K00059 (K02372,K01716,K16363) (K00208,K02371,K10780,K00209))"	0.0	False	0.25	False	NA	No enzymes unique to module	NA	K00059	736	K00059 is present in multiple modules: M00083/M00874/M00572	0	0	0
M00873	Ccu_c8Ua_181	Ccu_c8Ua_181	Fatty acid biosynthesis in mitochondria, animals	Pathway modules	Lipid metabolism	Fatty acid metabolism	"K18660 K03955+K00645 K09458 K11539+K13370 K22540 K07512"	0.0	False	0.08333333333333333	False	NA	No enzymes unique to module	NA	K00645	2343	K00645 is present in multiple modules: M00082/M00873/M00874/M00885/M00886	0	0	0,0,0,0,0,0
M00874	Ccu_c8Ua_181	Ccu_c8Ua_181	Fatty acid biosynthesis in mitochondria, fungi	Pathway modules	Lipid metabolism	Fatty acid metabolism	"K11262 K03955+K00645 K09458 K00059 K22541 K07512"	0.16666666666666666	False	0.25	False	NA	No enzymes unique to module	NA	K00059,K00645	736,2343	K00059 is present in multiple modules: M00083/M00874/M00572,K00645 is present in multiple modules: M00082/M00873/M00874/M00885/M00886	0	0	0,0,0,1,0,0
M00086	Ccu_c8Ua_181	Ccu_c8Ua_181	beta-Oxidation, acyl-CoA synthesis	Pathway modules	Lipid metabolism	Fatty acid metabolism	"K01897,K15013,K28161"	1.0	True	1.0	True	1.0	K01897	4	K01897,K01897,K01897,K01897	628,2184,2181,2182	None	4	4	4
M00885	Ccu_c8Ua_181	Ccu_c8Ua_181	Meromycolic acid biosynthesis, initiation and elongation FAS II (KasA)	Pathway modules	Lipid metabolism	Fatty acid metabolism	"K02078 K11263+K18472 K00645 K11608 K11609+K11610+(K27071+K27072,K27689)+K11611"	0.4	False	0.5	False	NA	No enzymes unique to module	NA	K00645,K02078,K11263,K11263	2343,516,1507,1466	K00645 is present in multiple modules: M00082/M00873/M00874/M00885/M00886,K02078 is present in multiple modules: M00885/M00886/M00848,K11263 is present in multiple modules: M00741/M00082/M00885/M00886/M00887	0	0	1,0,1,0,0
M00886	Ccu_c8Ua_181	Ccu_c8Ua_181	Meromycolic acid biosynthesis, initiation and elongation FAS II (KasA and KasB)	Pathway modules	Lipid metabolism	Fatty acid metabolism	"K02078 K11263+K18472 K00645 K11608  K11609+K11610+K27071+K27072+K11611 K27070+K11610+K27072+(K27073,K27074)+K11611"	0.3333333333333333	False	0.4166666666666667	False	NA	No enzymes unique to module	NA	K00645,K02078,K11263,K11263	2343,516,1507,1466	K00645 is present in multiple modules: M00082/M00873/M00874/M00885/M00886,K02078 is present in multiple modules: M00885/M00886/M00848,K11263 is present in multiple modules: M00741/M00082/M00885/M00886/M00887	0	0	1,0,1,0,0,0
M00887	Ccu_c8Ua_181	Ccu_c8Ua_181	Mycolic acid biosynthesis, meromycolic acid + alpha-carboxyacyl-CoA + trehalose => TMM => TDM/mAGP/GMM	Pathway modules	Lipid metabolism	Fatty acid metabolism	"K11263+K27093+K27094+K27095 K12428 K12437 K27306 K18851"	1.0	True	1.0	True	1.0	K12428,K12437,K18851,K27093,K27306	1,1,4,1,1	K11263,K11263,K12428,K12437,K18851,K18851,K18851,K18851,K27093,K27094,K27095,K27306	1507,1466,2002,2003,938,939,1996,1999,2004,1499,1500,772	K11263 is present in multiple modules: M00741/M00082/M00885/M00886/M00887,K27094 is present in multiple modules: M00741/M00887,K27095 is present in multiple modules: M00741/M00887	1	1	1,1,1,1,4
M00101	Ccu_c8Ua_181	Ccu_c8Ua_181	Cholesterol biosynthesis, FPP => cholesterol	Pathway modules	Lipid metabolism	Sterol biosynthesis	"K00801 K00511 K01852 K05917 (K00222,K19532) K07750 K07748 K13373 K09828 K01824 K00227 K00213"	0.08333333333333333	False	0.08333333333333333	False	NA	No enzymes unique to module	NA	K09828	1622	K09828 is present in multiple modules: M00101/M00917	0	0	0,0,0,0,0,0,0,0,1,0,0,0
M00917	Ccu_c8Ua_181	Ccu_c8Ua_181	Phytosterol biosynthesis, squalene 2,3-epoxide => campesterol/sitosterol	Pathway modules	Lipid metabolism	Sterol biosynthesis	"K01853 K00559 K14423 K23558 -- K08246 K05917 K00222 K01824 K08242 K14424 K00227 K00213 K09828"	0.07142857142857142	False	0.07142857142857142	False	NA	No enzymes unique to module	NA	K09828	1622	'--' steps are assumed incomplete,K09828 is present in multiple modules: M00101/M00917	0	0	0,0,0,0,0,0,0,0,0,0,0,0,0,1
M00089	Ccu_c8Ua_181	Ccu_c8Ua_181	Triacylglycerol biosynthesis	Pathway modules	Lipid metabolism	Lipid metabolism	"(K00629,K13506,K13507,K00630,K13508) (K00655,K13509,K13523,K19007,K13513,K13517,K13519,K14674,K22831) (K01080,K15728,K18693) (K11155,K11160,K14456,K22848,K22849,K27538,K27539)"	0.25	False	0.25	False	1.0	K00655	2	K00655,K00655	1982,458	None	0	0	0,2,0,0
M00098	Ccu_c8Ua_181	Ccu_c8Ua_181	Acylglycerol degradation	Pathway modules	Lipid metabolism	Lipid metabolism	"(K01046,K12298,K16816,K13534,K14073,K14074,K14075,K14076,K22283,K14452,K22284,K14674,K14675,K17900) (K01054,K25824)"	0.5	False	0.5	False	1.0	K01046	1	K01046	1809	None	0	0	1,0
M00093	Ccu_c8Ua_181	Ccu_c8Ua_181	Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE	Pathway modules	Lipid metabolism	Lipid metabolism	"K00981 (K00998,K17103) K01613"	0.3333333333333333	False	0.3333333333333333	False	1.0	K00981	1	K00981	334	None	0	0	1,0,0
M00048	Ccu_c8Ua_181	Ccu_c8Ua_181	De novo purine biosynthesis, PRPP + glutamine => IMP	Pathway modules	Nucleotide metabolism	Purine metabolism	"K00764 (K01945,K11787,K11788,K13713) (K00601,K11175,K08289,K11787,K01492) (K01952,(K23269+K23264+K23265),(K23270+K23265)) (K01933,K11787,K11788 (K01587,K11808,K01589 K01588)) (K01923,K01587,K13713) K01756 (K00602,(K01492,K06863 K11176))"	1.0	True	1.0	True	1.0	K00602,K00764,K01588,K01589,K01923,K01933,K01945,K08289,K11175,K23264,K23265,K23269	1,1,1,1,1,1,1,1,1,1,1,1	K00602,K00764,K01588,K01589,K01756,K01923,K01933,K01945,K08289,K11175,K23264,K23265,K23269	1291,887,1485,1486,2075,898,886,2076,2169,1292,894,893,892	K01756 is present in multiple modules: M00048/M00049	1	1	1,1,2,1,1,1,1,1
M00049	Ccu_c8Ua_181	Ccu_c8Ua_181	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	Pathway modules	Nucleotide metabolism	Purine metabolism	"K01939 K01756 (K00939,K18532,K18533,K00944) K00940"	1.0	True	1.0	True	1.0	K00939,K01939	1,1	K00939,K00940,K01756,K01939	1619,728,2075,2072	K00940 is present in multiple modules: M00049/M00050/M00053/M00052/M00938,K01756 is present in multiple modules: M00048/M00049	1	1	1,1,1,1
M00050	Ccu_c8Ua_181	Ccu_c8Ua_181	Guanine ribonucleotide biosynthesis, IMP => GDP,GTP	Pathway modules	Nucleotide metabolism	Purine metabolism	"K00088 K01951 K00942 (K00940,K18533)"	1.0	True	1.0	True	1.0	K00088,K00942,K01951	1,1,1	K00088,K00940,K00942,K01951	1566,728,153,1563	K00940 is present in multiple modules: M00049/M00050/M00053/M00052/M00938	1	1	1,1,1,1
M00053	Ccu_c8Ua_181	Ccu_c8Ua_181	Deoxyribonucleotide biosynthesis, ADP/GDP/CDP/UDP => dATP/dGTP/dCTP/dUTP	Pathway modules	Nucleotide metabolism	Purine metabolism	"(K00525+K00526,K10807+K10808) (K00940,K18533)"	1.0	True	1.0	True	NA	No enzymes unique to module	NA	K00525,K00526,K00940	811,809,728	K00525 is present in multiple modules: M00053/M00938,K00526 is present in multiple modules: M00053/M00938,K00940 is present in multiple modules: M00049/M00050/M00053/M00052/M00938	1	1	1,1
M00958	Ccu_c8Ua_181	Ccu_c8Ua_181	Adenine ribonucleotide degradation, AMP => Urate	Pathway modules	Nucleotide metabolism	Purine metabolism	"((K01490 (K01081,K19970,K03787,K18550)),((K01081,K19970,K11751,K03787,K02566,K08693) (K01488,K19572,K05810))) (K03783,K03784,K09913,K05810) (K00106,K00087+K13479+K13480,K13481+K13482,K11177+K11178+K13483)"	0.6666666666666666	False	0.75	True	NA	No enzymes unique to module	NA	K01081,K02566,K05810	193,517,433	K01081 is present in multiple modules: M00958/M00959,K02566 is present in multiple modules: M00958/M00959,K05810 is present in multiple modules: M00958/M00959/M00034	1	0	1,1,0
M00959	Ccu_c8Ua_181	Ccu_c8Ua_181	Guanine ribonucleotide degradation, GMP => Urate	Pathway modules	Nucleotide metabolism	Purine metabolism	"(K01081,K19970,K11751,K03787,K02566,K08693,K20881) (K03783,K03784,K09913,K05810) K01487 (K00106,K00087+K13479+K13480,K13481+K13482,K11177+K11178+K13483)"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K01081,K02566,K05810	193,517,433	K01081 is present in multiple modules: M00958/M00959,K02566 is present in multiple modules: M00958/M00959,K05810 is present in multiple modules: M00958/M00959/M00034	0	0	2,1,0,0
M00051	Ccu_c8Ua_181	Ccu_c8Ua_181	De novo pyrimidine biosynthesis, glutamine (+ PRPP) => UMP	Pathway modules	Nucleotide metabolism	Pyrimidine metabolism	"(K11540,(K11541 K01465),((K01954,K01955+K01956) (K00609+K00610,K00608) K01465)) (K00226,K00254,K17828) (K13421,K00762 K01591)"	0.6666666666666666	False	0.9166666666666666	True	1.0	K00254,K00609,K00762,K01465,K01591	1,2,1,2,1	K00254,K00609,K00609,K00762,K01465,K01465,K01591,K01955,K01956	91,159,986,2065,158,985,155,156,157	K01955 is present in multiple modules: M00051/M00978,K01956 is present in multiple modules: M00051/M00978	1	0	0,1,1
M00052	Ccu_c8Ua_181	Ccu_c8Ua_181	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP	Pathway modules	Nucleotide metabolism	Pyrimidine metabolism	"(K13800,K13809,K09903) (K00940,K18533) K01937"	0.6666666666666666	False	0.6666666666666666	False	1.0	K09903	1	K00940,K09903	728,336	K00940 is present in multiple modules: M00049/M00050/M00053/M00052/M00938	0	0	1,1,0
M00938	Ccu_c8Ua_181	Ccu_c8Ua_181	Pyrimidine deoxyribonucleotide biosynthesis, UDP => dTTP	Pathway modules	Nucleotide metabolism	Pyrimidine metabolism	"(K00525+K00526,K10807+K10808) (K00940,K18533) K01520 (K00560,K13998,K03465) K00943"	1.0	True	1.0	True	1.0	K00560,K00943,K01520,K03465	1,1,1,1	K00525,K00526,K00560,K00940,K00943,K01520,K03465	811,809,1312,728,1417,226,289	K00525 is present in multiple modules: M00053/M00938,K00526 is present in multiple modules: M00053/M00938,K00940 is present in multiple modules: M00049/M00050/M00053/M00052/M00938	1	1	1,1,1,2,1
M00020	Ccu_c8Ua_181	Ccu_c8Ua_181	Serine biosynthesis, glycerate-3P => serine	Pathway modules	Amino acid metabolism	Serine and threonine metabolism	"K00058 K00831 (K01079,K02203,K22305,K25528)"	1.0	True	1.0	True	1.0	K00058,K01079	1,1	K00058,K00831,K01079	1004,1327,807	K00831 is present in multiple modules: M00020/M00124	1	1	1,1,1
M00018	Ccu_c8Ua_181	Ccu_c8Ua_181	Threonine biosynthesis, aspartate => homoserine => threonine	Pathway modules	Amino acid metabolism	Serine and threonine metabolism	"(K00928,K12524,K12525,K12526) K00133 (K00003,K12524,K12525) (K00872,K02204,K02203) K01733"	1.0	True	1.0	True	1.0	K00872,K01733	1,1	K00003,K00133,K00872,K00928,K01733	1080,1708,1079,1709,494	K00003 is present in multiple modules: M00018/M00017,K00133 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527,K00928 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527	1	1	1,1,1,1,1
M00621	Ccu_c8Ua_181	Ccu_c8Ua_181	Glycine cleavage system	Pathway modules	Amino acid metabolism	Serine and threonine metabolism	"(K00281,K00282+K00283) K00605 K00382"	1.0	True	1.0	True	NA	No enzymes unique to module	NA	K00281,K00382,K00605	479,941,480	K00281 is present in multiple modules: M00532/M00621,K00382 is present in multiple modules: M00307/M00009/M00011/M00532/M00621/M00036/M00032,K00605 is present in multiple modules: M00532/M00621	1	1	1,1,1
M00555	Ccu_c8Ua_181	Ccu_c8Ua_181	Betaine biosynthesis, choline => betaine	Pathway modules	Amino acid metabolism	Serine and threonine metabolism	"(K17755,((K00108,K11440,K00499) (K00130,K14085)))"	1.0	True	1.0	True	1.0	K00108,K00130	1,1	K00108,K00130	1789,1791	None	1	1	1
M00975	Ccu_c8Ua_181	Ccu_c8Ua_181	Betaine degradation, bacteria, betaine => pyruvate	Pathway modules	Amino acid metabolism	Serine and threonine metabolism	"K00479+K21832 (((K00309,K00315) (K00301,K00302+K00303+K00304+K00305)),K21833+K21834+K25960+K25961) K00600 (K01752,K01754)"	0.5	False	0.5	False	1.0	K01752	2	K00600,K01752,K01752,K01754	1193,186,241,407	K00600 is present in multiple modules: M00532/M00346/M00975/M00140/M00141,K01754 is present in multiple modules: M00975/M00570	0	0	0,0,1,3
